,polarity,tweet,nltk_texts,predicted
560,positive,succeed increase market share sell apartment comment mr kari kauniskangas head it international construction service,<Text: We succeeded in increasing our market share of...>,neg
561,positive,campan partner able develop business continue focus provide quality restaurant service customer say christopher wine co papa john s russia,"<Text: With CapMan as a partner , we will...>",neut
562,positive,finnish suominen corporation specialise wet wipe nonwoven flexible packing report net sale our in second quarter our in second quarter,<Text: Finnish Suominen Corporation that specialises in wet wipes...>,neg
563,positive,finnish telecom software developer tecnoman of say december man man neuro order supply expansion charge essay system mobile fix network brazil telecom,<Text: Finnish telecoms software developer Tecnomen Oyj said on...>,neut
564,positive,increase trust client it see apartment sale accelerate,<Text: Increased trust of our clients in YIT can...>,neg
565,positive,add news dec finnish construction engineering company outotec of ox one say today our million we order expand phosphate concentrate siilinjarvi norwegian miner,"<Text: ( ADP News ) - Dec 11 ,...>",neg
566,positive,mr print kaska baltic metsamasina s owner say rakverebase company wish increase valet s market share third couple year,"<Text: Mr Priit Kasak , Balti Metsamasina 's owner...>",neut
567,neutral,pose plan create network base strong partnership participate production large entitle presently,<Text: Ponsse plans to create a network that is...>,neut
568,positive,bank see potential get share rise,<Text: The bank sees a potential for Getinge share...>,neut
569,positive,company record revenue e million fiscal year end december increase,<Text: The company recorded revenues of E658 .1 million...>,neg
570,positive,cooperation double switch s converted capacity,<Text: The cooperation will double The Switch 's converter...>,neut
571,positive,robust growth result inclusion clothing chain index group december,<Text: The robust growth was the result of the...>,neut
572,positive,six reverie record percent growth domestic beer sale last year million liner million liner sell,<Text: The six breweries recorded a 5.2 percent growth...>,neg
573,positive,truly take efficiency new height meet add,"<Text: This truly takes efficiency to new heights ,...>",neut
574,positive,hope increase traffic volume open freight one scandinavia,<Text: We hope to increase traffic volumes with the...>,neg
575,positive,january epic board director approve increase quarterly dividend per share,"<Text: a January 11 , 2010 EPHC board of...>",neut
576,positive,finnish cargoe s palmar business area provide container handle solution award order ten eone rubbertire gentry rug cranks sign newport company snap vienna,"<Text: Finnish Cargotec 's Kalmar , the business area...>",neut
577,positive,bilfinger investor cheer agreement push share neuro neuro afternoon trade,"<Text: Bilfinger investors cheered the agreement , pushing shares...>",neut
578,positive,desk pursue strategy healthy focused growth concentrate sale service consumercustomer,"<Text: Kesko pursues a strategy of healthy , focused...>",neut
579,positive,london ax share rautaruukki corp upgrade hold sell an be price target raise our say dealer,<Text: LONDON AFX - Shares in Rautaruukki Corp have...>,neut
580,positive,london marketwatch nikita not say s fiveyear service contract run hutchinson essay s network operation nine location india,<Text: LONDON MarketWatch -- Nokia nok said it 's...>,neut
581,positive,progress group for s representative say arabia north africa sign framework agreement long term strategic relationship be,"<Text: Progress Group , QPR 's representative in Saudi...>",neut
582,positive,ragutis control finnish brewery old achieve percent rise beer sale million liner hold percent market share,"<Text: Ragutis , controlled by the Finnish brewery Olvi...>",neg
583,positive,sq sq ft store copenhagen s premier shopping district inaugurate today strengthen company s presence sordid capital,"<Text: The 250 sq m 2,691 sq ft store...>",neg
584,positive,metal gain percent year demand china world s large user increase,<Text: The metal has gained 41 percent this year...>,neg
585,positive,addition cramp pea sign exclusive fiveyear rental agreement finland extend exist rental agreement swedish market another five year,"<Text: In addition , Cramo and Peab have signed...>",pos
586,positive,outotec of press release december outotec establish new subsidiary kolkata outotec establish subsidiary india order well serve indian customer increase business grow indian market,"<Text: OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009...>",neut
587,positive,also put month volume weight average price stock,<Text: It is also 7.7 pct above the 12-month...>,neut
588,positive,mobile phone shipment jump percent almost million unit finnish company s global market share rise percent percent,<Text: Mobile phone shipments jumped 26 percent to almost...>,neg
589,neutral,january large sordid bank order finnish retail chain stockman launch regional unique cooperation project first introduce common mastercard credit card enable payment different state store,"<Text: On January 29 , 2009 The largest Nordic...>",neg
590,neutral,for establish international customer base spread country variety organization include bank manufacture company service company government authority,"<Text: QPR has an established international customer base ,...>",neg
591,positive,select third party logistic leader translate bestinclass technology procurement capability lead specially pack manufacturer employ complete ll solution supply chain visibility transportation efficiency increase service level ontime deliver,<Text: Selects Third Party Logistics Leader Transplace for Best-in-Class...>,neg
592,positive,g allow customer use mobile broadband service speed ten time high today s g,<Text: 4G allows customers to use mobile broadband services...>,neg
593,neutral,accord dicken publisher much publish colourful book publisher provide value add information individualise,"<Text: According to Eijkens , a publisher can do...>",neut
